Customer ID,Recency,Frequency,Monetary,AvgOrderValue,TotalQuantity,ProductDiversity,CustomerLifetimeDays,PurchaseFrequencyRate,AvgQuantityPerOrder,Cluster,Churn
12468.0,188,5,3670.74,734.1479999999999,2201,127,495,0.010080645161290322,440.2,1,0
12469.0,523,2,3070.54,1535.27,2552,76,14,0.13333333333333333,1276.0,2,0
12470.0,690,1,211.95,211.95,95,23,0,1.0,95.0,2,1
12473.0,29,5,3928.0499999999997,785.6099999999999,2414,140,162,0.03067484662576687,482.8,1,0
12475.0,54,2,1149.64,574.82,771,54,356,0.0056022408963585435,385.5,0,0
12478.0,4,1,680.99,680.99,236,36,0,1.0,236.0,0,0
12479.0,11,1,527.2,527.2,385,31,0,1.0,385.0,0,0
12483.0,17,19,5097.18,268.27263157894737,2160,68,660,0.028744326777609682,113.6842105263158,1,0
12485.0,529,1,708.1,708.1,414,34,0,1.0,414.0,2,0
12486.0,432,1,1037.28,1037.28,523,49,0,1.0,523.0,2,0
12487.0,731,1,285.29999999999995,285.29999999999995,174,2,0,1.0,174.0,2,1
12488.0,10,3,1298.66,432.8866666666667,529,46,65,0.045454545454545456,176.33333333333334,0,0
12489.0,336,1,334.93,334.93,105,15,0,1.0,105.0,2,1
12491.0,39,1,460.40000000000003,460.40000000000003,260,25,0,1.0,260.0,0,0
12492.0,63,3,715.21,238.40333333333334,444,38,340,0.008797653958944282,148.0,0,0
12493.0,166,2,433.74,216.87,207,20,31,0.0625,103.5,0,0
12494.0,16,9,1815.27,201.69666666666666,979,83,560,0.016042780748663103,108.77777777777777,1,0
12495.0,641,1,357.4,357.4,130,17,0,1.0,130.0,2,1
12496.0,620,2,45.34,22.67,30,10,0,2.0,15.0,2,1
12498.0,21,3,403.70000000000005,134.5666666666667,159,21,36,0.08108108108108109,53.0,0,0
12499.0,560,1,393.72,393.72,302,27,0,1.0,302.0,2,1
12501.0,337,1,2169.39,2169.39,1783,149,0,1.0,1783.0,2,0
12502.0,96,5,3723.87,744.774,820,102,214,0.023255813953488372,164.0,1,0
12503.0,584,1,1126.0,1126.0,561,2,0,1.0,561.0,2,0
12504.0,18,4,779.05,194.7625,458,11,578,0.0069084628670120895,114.5,0,0
12505.0,409,1,955.2,955.2,324,42,0,1.0,324.0,2,0
12506.0,233,1,73.5,73.5,23,23,0,1.0,23.0,0,1
12507.0,134,4,1844.06,461.015,1267,46,450,0.008869179600886918,316.75,0,0
12508.0,26,2,397.88,198.94,271,57,2,0.6666666666666666,135.5,0,0
12509.0,284,1,176.5,176.5,55,7,0,1.0,55.0,2,1
12511.0,429,1,3084.02,3084.02,1753,190,0,1.0,1753.0,2,0
12512.0,66,2,132.18,66.09,96,31,0,2.0,48.0,0,0
12513.0,113,1,612.29,612.29,462,35,0,1.0,462.0,0,0
12514.0,267,2,1597.76,798.88,840,76,374,0.005333333333333333,420.0,0,0
12515.0,353,1,383.7,383.7,131,16,0,1.0,131.0,2,1
12516.0,78,4,2648.62,662.155,1952,49,521,0.007662835249042145,488.0,1,0
12517.0,28,5,2481.6,496.32,1361,232,161,0.030864197530864196,272.2,1,0
12518.0,1,5,2056.89,411.378,1318,84,109,0.045454545454545456,263.6,0,0
12519.0,64,2,716.54,358.27,387,34,413,0.004830917874396135,193.5,0,0
12520.0,79,5,2634.26,526.8520000000001,1439,121,194,0.02564102564102564,287.8,1,0
12521.0,143,1,599.68,599.68,309,38,0,1.0,309.0,0,0
12522.0,39,2,192.72,96.36,194,11,12,0.15384615384615385,97.0,0,0
12523.0,19,23,4352.35,189.2326086956522,2263,176,712,0.03225806451612903,98.3913043478261,1,0
12525.0,498,3,973.73,324.57666666666665,509,56,149,0.02,169.66666666666666,2,0
12526.0,1,3,1316.66,438.8866666666667,632,64,93,0.031914893617021274,210.66666666666666,0,0
12527.0,82,5,735.51,147.102,526,26,447,0.011160714285714286,105.2,0,0
12528.0,9,6,1933.48,322.24666666666667,756,50,303,0.019736842105263157,126.0,0,0
12529.0,528,1,316.48,316.48,192,21,0,1.0,192.0,2,1
12530.0,60,9,3759.26,417.6955555555556,2713,94,582,0.015437392795883362,301.44444444444446,1,0
12531.0,15,2,1933.2,966.6,1119,126,671,0.002976190476190476,559.5,0,0
12532.0,30,1,349.83000000000004,349.83000000000004,153,16,0,1.0,153.0,0,0
12533.0,628,2,1367.89,683.945,704,63,110,0.018018018018018018,352.0,2,0
12534.0,131,1,1089.18,1089.18,651,63,0,1.0,651.0,0,0
12535.0,92,2,716.35,358.175,219,28,94,0.021052631578947368,109.5,0,0
12537.0,409,1,732.94,732.94,449,43,0,1.0,449.0,2,0
12538.0,29,2,640.45,320.225,336,33,349,0.005714285714285714,168.0,0,0
12541.0,30,3,981.18,327.06,680,46,251,0.011904761904761904,226.66666666666666,0,0
12542.0,484,2,481.88,240.94,522,39,156,0.012738853503184714,261.0,2,1
12543.0,448,1,980.25,980.25,688,43,0,1.0,688.0,2,0
12544.0,36,1,372.7,372.7,136,19,0,1.0,136.0,0,0
12545.0,75,2,1000.39,500.195,523,42,184,0.010810810810810811,261.5,0,0
12546.0,47,2,1161.5,580.75,633,59,31,0.0625,316.5,0,0
12547.0,198,3,383.58,127.86,309,13,302,0.009900990099009901,103.0,0,0
12548.0,166,1,95.19999999999999,95.19999999999999,49,5,0,1.0,49.0,0,0
12549.0,576,6,1575.68,262.61333333333334,1366,38,121,0.04918032786885246,227.66666666666666,2,0
12550.0,79,1,964.83,964.83,569,57,0,1.0,569.0,0,0
12551.0,358,1,168.0,168.0,100,10,0,1.0,100.0,2,1
12552.0,39,2,437.82,218.91,88,20,0,2.0,44.0,0,0
12553.0,8,12,4608.75,384.0625,2325,109,415,0.028846153846153848,193.75,1,0
12554.0,449,1,468.5,468.5,240,26,0,1.0,240.0,2,1
12555.0,682,1,129.23,129.23,1,1,0,1.0,1.0,2,1
12556.0,50,2,599.56,299.78,355,100,100,0.019801980198019802,177.5,0,0
12558.0,8,1,269.96,269.96,196,11,0,1.0,196.0,0,0
12559.0,311,2,561.71,280.855,283,21,8,0.2222222222222222,141.5,2,0
12560.0,5,3,2134.01,711.3366666666667,1110,91,137,0.021739130434782608,370.0,0,0
12561.0,303,1,238.85,238.85,177,16,0,1.0,177.0,2,1
12562.0,8,9,4966.92,551.88,2327,113,427,0.02102803738317757,258.55555555555554,1,0
12563.0,409,1,249.24,249.24,113,13,0,1.0,113.0,2,1
12564.0,261,1,456.9,456.9,133,21,0,1.0,133.0,0,1
12565.0,289,1,145.92,145.92,80,9,0,1.0,80.0,2,1
12566.0,86,1,351.65,351.65,265,19,0,1.0,265.0,0,0
12568.0,645,1,70.0,70.0,48,5,0,1.0,48.0,2,1
12569.0,2,32,4124.69,128.8965625,1801,92,250,0.12749003984063745,56.28125,1,0
12570.0,682,1,77.52,77.52,1,1,0,1.0,1.0,2,1
12571.0,40,2,519.61,259.805,523,31,81,0.024390243902439025,261.5,0,0
12572.0,9,2,1020.42,510.21,452,53,43,0.045454545454545456,226.0,0,0
12573.0,227,5,717.41,143.482,479,107,237,0.02100840336134454,95.8,0,0
12574.0,316,1,218.45,218.45,61,11,0,1.0,61.0,2,1
12575.0,457,2,622.8199999999999,311.40999999999997,315,34,69,0.02857142857142857,157.5,2,0
12576.0,36,8,2142.72,267.84,1494,114,490,0.016293279022403257,186.75,1,0
12577.0,35,8,1617.1,202.1375,1191,259,700,0.011412268188302425,148.875,1,0
12578.0,21,4,4642.45,1160.6125,2380,149,422,0.009456264775413711,595.0,1,0
12579.0,78,1,440.42,440.42,285,29,0,1.0,285.0,0,0
12580.0,247,2,1052.9,526.45,569,52,329,0.006060606060606061,284.5,0,0
12581.0,40,1,197.71,197.71,161,15,0,1.0,161.0,0,0
12582.0,239,4,1980.4,495.1,985,88,338,0.011799410029498525,246.25,0,0
12584.0,4,9,2338.15,259.7944444444445,416,44,276,0.032490974729241874,46.22222222222222,1,0
12585.0,234,2,2040.1,1020.05,1279,77,117,0.01694915254237288,639.5,0,0
12586.0,17,4,2062.67,515.6675,687,82,706,0.005657708628005658,171.75,0,0
12587.0,8,1,144.0,144.0,51,4,0,1.0,51.0,0,0
12588.0,39,4,958.78,239.695,438,31,558,0.007155635062611807,109.5,0,0
12589.0,29,8,4695.66,586.9575,1764,121,660,0.012102874432677761,220.5,1,0
12591.0,317,3,1338.95,446.31666666666666,653,63,91,0.03260869565217391,217.66666666666666,2,0
12592.0,92,5,2582.66,516.5319999999999,1875,42,427,0.011682242990654205,375.0,1,0
12593.0,109,3,418.09999999999997,139.36666666666665,206,14,110,0.02702702702702703,68.66666666666667,0,0
12594.0,38,15,5090.110000000001,339.3406666666667,2768,78,608,0.024630541871921183,184.53333333333333,1,0
12595.0,505,1,299.02,299.02,271,19,0,1.0,271.0,2,1
12596.0,51,2,618.27,309.135,474,25,190,0.010471204188481676,237.0,0,0
12597.0,19,4,3811.22,952.805,2236,184,248,0.01606425702811245,559.0,1,0
12598.0,10,11,4534.09,412.19,2906,130,639,0.0171875,264.1818181818182,1,0
12599.0,29,13,2296.72,176.67076923076922,2189,47,548,0.023679417122040074,168.3846153846154,1,0
12600.0,29,21,4967.42,236.54380952380953,1383,53,703,0.029829545454545456,65.85714285714286,1,0
12601.0,190,6,681.26,113.54333333333334,290,24,214,0.027906976744186046,48.333333333333336,0,0
12602.0,59,1,153.12,153.12,162,12,0,1.0,162.0,0,0
12603.0,22,1,739.1999999999999,739.1999999999999,64,3,0,1.0,64.0,0,0
12604.0,79,2,254.18,127.09,201,15,182,0.01092896174863388,100.5,0,0
12605.0,376,4,1232.95,308.2375,929,63,81,0.04878048780487805,232.25,2,0
12606.0,682,1,21.0,21.0,1,1,0,1.0,1.0,2,1
12607.0,60,1,1579.51,1579.51,1228,101,0,1.0,1228.0,0,0
12608.0,405,1,415.79,415.79,323,16,0,1.0,323.0,2,1
12609.0,78,9,3435.86,381.76222222222225,1553,129,641,0.014018691588785047,172.55555555555554,1,0
12610.0,23,5,2099.54,419.908,1049,85,103,0.04807692307692308,209.8,0,0
12611.0,52,1,1193.32,1193.32,846,65,0,1.0,846.0,0,0
12612.0,74,1,704.0400000000001,704.0400000000001,262,19,0,1.0,262.0,0,0
12614.0,278,1,315.6,315.6,76,20,0,1.0,76.0,2,1
12616.0,95,3,1131.1,377.0333333333333,498,32,293,0.01020408163265306,166.0,0,0
12617.0,29,1,352.98,352.98,210,39,0,1.0,210.0,0,0
12618.0,22,1,177.31,177.31,96,11,0,1.0,96.0,0,0
12619.0,16,10,3781.38,378.13800000000003,3518,55,544,0.01834862385321101,351.8,1,0
12620.0,15,3,1339.41,446.47,1181,89,189,0.015789473684210527,393.6666666666667,0,0
12622.0,232,1,180.1,180.1,69,11,0,1.0,69.0,0,1
12623.0,276,7,3747.84,535.4057142857143,1972,112,420,0.0166270783847981,281.7142857142857,1,0
12624.0,106,2,641.13,320.565,355,36,71,0.027777777777777776,177.5,0,0
12627.0,11,7,4478.53,639.79,2752,162,129,0.05384615384615385,393.14285714285717,1,0
12628.0,4,3,786.46,262.15333333333336,448,34,60,0.04918032786885246,149.33333333333334,0,0
12629.0,386,2,1558.22,779.11,722,40,37,0.05263157894736842,361.0,2,0
12630.0,10,2,1270.88,635.44,548,60,34,0.05714285714285714,274.0,0,0
12631.0,57,6,3481.57,580.2616666666667,1607,131,635,0.009433962264150943,267.8333333333333,1,0
12632.0,521,2,804.88,402.44,694,32,44,0.044444444444444446,347.0,2,0
12634.0,536,2,490.0,245.0,337,20,12,0.15384615384615385,168.5,2,1
12635.0,90,4,2930.41,732.6025,1949,159,367,0.010869565217391304,487.25,1,0
12636.0,739,1,141.0,141.0,1,1,0,1.0,1.0,2,1
12638.0,33,2,921.49,460.745,663,47,606,0.0032948929159802307,331.5,0,0
12639.0,239,3,1312.37,437.45666666666665,631,58,389,0.007692307692307693,210.33333333333334,0,0
12640.0,24,3,1174.58,391.52666666666664,311,47,57,0.05172413793103448,103.66666666666667,0,0
12641.0,115,1,185.9,185.9,72,10,0,1.0,72.0,0,0
12642.0,25,3,1013.26,337.75333333333333,552,39,82,0.03614457831325301,184.0,0,0
12644.0,130,4,1918.49,479.6225,1032,106,564,0.007079646017699115,258.0,0,0
12645.0,34,8,3539.3,442.4125,2125,111,635,0.012578616352201259,265.625,1,0
12646.0,5,2,1346.97,673.485,897,43,44,0.044444444444444446,448.5,0,0
12648.0,155,4,1112.0,278.0,518,38,546,0.007312614259597806,129.5,0,0
12649.0,107,8,2294.65,286.83125,1959,94,588,0.013582342954159592,244.875,1,0
12650.0,3,1,314.44,314.44,254,20,0,1.0,254.0,0,0
12651.0,335,4,377.75,94.4375,265,30,130,0.030534351145038167,66.25,2,0
12652.0,331,2,1017.03,508.515,536,51,102,0.019417475728155338,268.0,2,0
12653.0,149,3,4160.83,1386.9433333333334,1681,76,378,0.0079155672823219,560.3333333333334,1,0
12654.0,11,5,601.98,120.396,264,31,284,0.017543859649122806,52.8,0,0
12655.0,424,1,261.35,261.35,80,16,0,1.0,80.0,2,1
12657.0,11,4,1643.18,410.795,1044,35,67,0.058823529411764705,261.0,0,0
12658.0,19,1,686.05,686.05,320,36,0,1.0,320.0,0,0
12659.0,30,1,91.68,91.68,105,5,0,1.0,105.0,0,0
12660.0,11,1,245.1,245.1,127,13,0,1.0,127.0,0,0
12661.0,436,1,162.0,162.0,216,11,0,1.0,216.0,2,1
12663.0,625,2,239.4,119.7,181,9,43,0.045454545454545456,90.5,2,1
12665.0,325,3,313.6,104.53333333333335,165,13,344,0.008695652173913044,55.0,2,0
12666.0,394,1,1248.42,1248.42,370,31,0,1.0,370.0,2,0
12667.0,58,1,620.13,620.13,395,33,0,1.0,395.0,0,0
12669.0,151,3,2744.0299999999997,914.6766666666666,1115,98,105,0.02830188679245283,371.6666666666667,0,0
12670.0,10,7,3760.29,537.1842857142857,1627,71,656,0.0106544901065449,232.42857142857142,1,0
12671.0,606,1,2622.481,2622.481,1460,45,0,1.0,1460.0,2,0
12672.0,330,2,437.05,218.525,138,22,265,0.007518796992481203,69.0,2,1
12673.0,5,3,1230.02,410.00666666666666,700,68,396,0.007556675062972292,233.33333333333334,0,0
12674.0,39,4,1970.6,492.65,1133,52,169,0.023529411764705882,283.25,0,0
12675.0,554,2,957.25,478.625,336,111,24,0.08,168.0,2,0
12676.0,25,11,2843.09,258.4627272727273,1867,67,458,0.023965141612200435,169.72727272727272,1,0
12677.0,555,2,395.1,197.55,176,13,111,0.017857142857142856,88.0,2,1
12679.0,59,4,1113.02,278.255,554,43,225,0.017699115044247787,138.5,0,0
12680.0,1,4,880.81,220.2025,444,33,112,0.035398230088495575,111.0,0,0
12684.0,8,7,2283.63,326.23285714285714,1985,61,205,0.03398058252427184,283.57142857142856,1,0
12685.0,28,6,2863.08,477.18,1523,117,65,0.09090909090909091,253.83333333333334,1,0
12686.0,372,1,89.14,89.14,107,7,0,1.0,107.0,2,1
12687.0,481,2,2138.91,1069.455,1403,126,0,2.0,701.5,2,0
12688.0,114,1,4873.8099999999995,4873.8099999999995,3028,171,0,1.0,3028.0,1,0
12689.0,26,2,1247.61,623.805,628,57,101,0.0196078431372549,314.0,0,0
12690.0,206,1,389.01,389.01,106,16,0,1.0,106.0,0,1
12691.0,28,7,1170.4,167.20000000000002,445,24,392,0.017811704834605598,63.57142857142857,0,0
12692.0,637,1,110.95,110.95,36,13,0,1.0,36.0,2,1
12693.0,127,7,1703.02,243.28857142857143,536,63,395,0.017676767676767676,76.57142857142857,0,0
12694.0,70,3,1843.35,614.4499999999999,1355,69,350,0.008547008547008548,451.6666666666667,0,0
12695.0,7,7,1407.1200000000001,201.0171428571429,454,46,658,0.010622154779969651,64.85714285714286,0,0
12696.0,435,2,851.91,425.955,564,43,74,0.02666666666666667,282.0,2,0
12697.0,29,3,957.59,319.19666666666666,508,37,140,0.02127659574468085,169.33333333333334,0,0
12698.0,590,1,339.75,339.75,111,16,0,1.0,111.0,2,1
12699.0,418,1,638.11,638.11,373,41,0,1.0,373.0,2,0
12700.0,8,4,4939.99,1234.9975,2967,193,207,0.019230769230769232,741.75,1,0
12701.0,80,6,2446.41,407.73499999999996,1727,118,553,0.010830324909747292,287.8333333333333,1,0
12702.0,20,1,219.0,219.0,53,12,0,1.0,53.0,0,0
12703.0,71,4,1006.53,251.6325,595,56,613,0.006514657980456026,148.75,0,0
12704.0,7,8,2340.84,292.605,1006,64,162,0.049079754601226995,125.75,1,0
12707.0,292,1,603.42,603.42,256,33,0,1.0,256.0,2,0
12710.0,97,3,1149.02,383.00666666666666,851,75,104,0.02857142857142857,283.6666666666667,0,0
12711.0,612,2,1339.05,669.525,770,56,65,0.030303030303030304,385.0,2,0
12713.0,1,1,848.55,848.55,508,38,0,1.0,508.0,0,0
12715.0,106,1,343.36,343.36,192,20,0,1.0,192.0,0,0
12716.0,4,2,1053.49,526.745,708,60,129,0.015384615384615385,354.0,0,0
12717.0,151,3,1308.91,436.30333333333334,600,60,439,0.006818181818181818,200.0,0,0
12718.0,71,1,238.25,238.25,203,19,0,1.0,203.0,0,0
12719.0,5,2,644.95,322.475,374,34,59,0.03333333333333333,187.0,0,0
12721.0,32,8,4013.08,501.635,2655,183,440,0.018140589569160998,331.875,1,0
12722.0,85,4,997.63,249.4075,566,50,65,0.06060606060606061,141.5,0,0
12723.0,4,5,725.07,145.014,434,53,61,0.08064516129032258,86.8,0,0
12724.0,5,7,2317.52,331.07428571428574,1379,94,530,0.013182674199623353,197.0,1,0
12725.0,371,4,2266.76,566.69,1142,92,213,0.018691588785046728,285.5,2,0
12726.0,28,11,4014.6,364.96363636363634,4618,63,595,0.018456375838926176,419.8181818181818,1,0
12728.0,71,5,1070.17,214.03400000000002,543,48,312,0.01597444089456869,108.6,0,0
12729.0,114,1,453.01,453.01,233,26,0,1.0,233.0,0,0
12730.0,522,1,829.25,829.25,234,47,0,1.0,234.0,2,0
12732.0,180,1,236.26000000000002,236.26000000000002,111,12,0,1.0,111.0,0,0
12733.0,234,4,2424.87,606.2175,896,117,455,0.008771929824561403,224.0,0,0
12734.0,353,3,639.65,213.21666666666667,265,17,39,0.075,88.33333333333333,2,0
12735.0,315,2,779.5699999999999,389.78499999999997,368,38,21,0.09090909090909091,184.0,2,0
12736.0,333,1,234.0,234.0,173,4,0,1.0,173.0,2,1
12737.0,499,2,3710.5,1855.25,2,2,0,2.0,1.0,2,0
12738.0,372,1,155.35,155.35,148,11,0,1.0,148.0,2,1
12739.0,78,4,2726.73,681.6825,951,85,315,0.012658227848101266,237.75,1,0
12740.0,64,1,427.6,427.6,342,27,0,1.0,342.0,0,0
12741.0,529,2,406.07,203.035,214,16,3,0.5,107.0,2,1
12742.0,626,1,1201.52,1201.52,1359,67,0,1.0,1359.0,2,0
12743.0,134,2,540.13,270.065,315,114,0,2.0,157.5,0,0
12745.0,487,3,925.41,308.46999999999997,468,21,195,0.015306122448979591,156.0,2,0
12746.0,541,1,254.55,254.55,97,17,0,1.0,97.0,2,1
12750.0,129,1,275.88,275.88,137,15,0,1.0,137.0,0,0
12751.0,445,1,268.27,268.27,189,61,0,1.0,189.0,2,1
12752.0,81,1,4366.78,4366.78,2262,53,0,1.0,2262.0,1,0
12754.0,236,3,3010.74,1003.5799999999999,6481,49,72,0.0410958904109589,2160.3333333333335,1,0
12756.0,87,1,112.07999999999998,112.07999999999998,144,4,0,1.0,144.0,0,0
